n,p,seed,mass_below_abs,mass_below_scaled,w_median,w_p05,tail_slope,c_implied
200,5000,0,0.3224448897795591,0.8559118236472946,0.0559522286967674,0.036195466211556865,3.8682421542674765,0.7912840066796955
200,5000,1,0.32905811623246495,0.8517034068136272,0.056068292288071864,0.03567266163723937,3.6078543556406153,0.7929253937289005
200,5000,2,0.32304609218436875,0.8478957915831663,0.056114307137224775,0.03572990807032334,4.013657421813474,0.7935761419663264
200,5000,3,0.3196392785571142,0.8472945891783568,0.056200043935954506,0.03509971559200992,3.7152345572501346,0.7947886434019068
200,5000,4,0.3226452905811623,0.8450901803607215,0.05650003334028082,0.03583210744139994,3.5212296172967537,0.7990311342435719
200,5000,5,0.3282565130260521,0.8404809619238477,0.05593073558748851,0.03577811366713792,3.9248964567839204,0.7909800482132977
200,5000,6,0.31783567134268537,0.848496993987976,0.05631083370824978,0.03653519359209787,3.8691201175424434,0.7963554473874289
200,5000,7,0.33507014028056115,0.8513026052104209,0.05586625463061444,0.03513093256734101,3.7032141704701296,0.7900681497760367
200,5000,8,0.3360721442885772,0.8537074148296593,0.05556867371421982,0.03521376803110817,3.893357277093862,0.7858597200973498
200,5000,9,0.3188376753507014,0.8346693386773547,0.056441069940663766,0.035551247055987244,3.7852243632959497,0.7981972658493512
200,10000,0,0.3167167167167167,0.8489489489489489,0.05602863036760822,0.03615217798144936,3.7729238434746386,0.7923644894706059
200,10000,1,0.327027027027027,0.8516516516516517,0.05601384021999609,0.03546554191071016,3.6183917877771936,0.7921553251971802
200,10000,2,0.3263263263263263,0.846046046046046,0.05591225263157512,0.035080087565947965,3.6679207882767333,0.7907186597440431
200,10000,3,0.33563563563563564,0.8525525525525526,0.05578005866977506,0.0353549203335389,3.8678051658470447,0.7888491548076284
200,10000,4,0.3258258258258258,0.8545545545545545,0.05575189181529877,0.03601918330536256,3.853807360496063,0.7884508153315308
200,10000,5,0.3211211211211211,0.8447447447447447,0.05598402045697493,0.03596144522765548,3.866874580492735,0.7917336100642675
200,10000,6,0.3258258258258258,0.8513513513513513,0.05611335361043106,0.03594088155491795,3.881313958870316,0.7935626570610889
200,10000,7,0.3304304304304304,0.8469469469469469,0.05569972810905239,0.03554507046462293,3.6400942821954714,0.787713109123158
200,10000,8,0.33443443443443444,0.8526526526526527,0.05562679034284647,0.035447298906264135,3.953402109035755,0.7866816133413819
200,10000,9,0.32772772772772774,0.8512512512512512,0.05599362190838397,0.035422140502227334,3.632380854296326,0.7918693950922788
500,500,0,0.9448979591836735,0.8469387755102041,0.03606770315407435,0.022763778166695316,2.820057555327124,0.8064983604479382
500,500,1,0.9387755102040817,0.8326530612244898,0.035936934685167,0.02237959832130478,3.022116980181371,0.8035742885900342
500,500,2,0.963265306122449,0.8673469387755102,0.035382579491758055,0.022174996335665532,2.96974516383045,0.7911785296286098
500,500,3,0.9448979591836735,0.8816326530612245,0.035115788712144706,0.022796892636415253,3.5711329847964106,0.7852129064387536
500,500,4,0.9346938775510204,0.8448979591836735,0.03502088150274352,0.02242337762679436,3.5355417811392584,0.783090716720995
500,500,5,0.9326530612244898,0.8367346938775511,0.035144695189394906,0.02287107141311403,3.4694418283970587,0.7858592749199687
500,500,6,0.9530612244897959,0.863265306122449,0.03512378726752323,0.022440617940907102,3.170006292214805,0.7853917595742353
500,500,7,0.9285714285714286,0.8408163265306122,0.034990383548012094,0.02284188748870608,3.783628715242143,0.7824087617214532
500,500,8,0.9469387755102041,0.8224489795918367,0.03631604631251836,0.02307912779541599,3.330332121594263,0.8120514822882163
500,500,9,0.9448979591836735,0.8551020408163266,0.034588742914686076,0.021592770505383187,3.6199110917058994,0.7734278041350228
500,1000,0,0.9464646464646465,0.8606060606060606,0.03560133348414424,0.022518346121834478,3.679959629055445,0.7960700176018595
500,1000,1,0.9505050505050505,0.8505050505050505,0.03542779973997505,0.02310991883471135,3.6381391963324905,0.7921896851183359
500,1000,2,0.9333333333333333,0.8434343434343434,0.03554388437400341,0.022400604362815546,3.504737351820406,0.7947854164466419
500,1000,3,0.9454545454545454,0.8555555555555555,0.03540449966278279,0.022860767136974262,3.3274732494016406,0.7916686795535071
500,1000,4,0.9444444444444444,0.8686868686868687,0.03472995675571881,0.023133078286851953,3.586747944210874,0.7765854416141533
500,1000,5,0.9444444444444444,0.8525252525252526,0.035186181829884054,0.022681573973630343,3.7417220653358054,0.7867869444028869
500,1000,6,0.9535353535353536,0.8454545454545455,0.035086150880140846,0.022462005236011176,3.554080453559944,0.7845501843680901
500,1000,7,0.9494949494949495,0.8373737373737373,0.03566167184001913,0.02293989427913415,3.1323324193607536,0.7974192242557279
500,1000,8,0.9484848484848485,0.8565656565656565,0.03550606482528252,0.02249703242950463,3.388151501789143,0.7939397456284591
500,1000,9,0.9505050505050505,0.8626262626262626,0.035427632415683113,0.0225981161397844,3.4177494227562004,0.7921859436334253
500,2000,0,0.9442211055276382,0.842211055276382,0.035350839140474016,0.022682638672216468,3.5082986232281104,0.7904687937976014
500,2000,1,0.9391959798994974,0.8442211055276382,0.035357694087616895,0.022416364174455732,3.6241500936702167,0.7906220750755378
500,2000,2,0.9467336683417086,0.8613065326633166,0.03529722527439423,0.022596577109522818,3.2244006150813656,0.7892699513066918
500,2000,3,0.9422110552763819,0.8542713567839196,0.035260737114943694,0.022395140821755092,3.973470640752933,0.7884540512576392
500,2000,4,0.9482412060301507,0.8638190954773869,0.0349056935447953,0.022256102907374235,3.6957544253052212,0.780515035679379
500,2000,5,0.949748743718593,0.8658291457286432,0.035107559222878795,0.022289579801792,3.708115823616124,0.7850288894645668
500,2000,6,0.9432160804020101,0.8668341708542714,0.03510869625067246,0.022240821570723004,3.533946163806635,0.7850543141789561
500,2000,7,0.9437185929648241,0.8386934673366834,0.035476840470375415,0.022043479719872233,3.4391328372417322,0.7932862691867505
500,2000,8,0.9472361809045227,0.857286432160804,0.03558915635669126,0.023212884832599062,3.477622180192046,0.7957977287543041
500,2000,9,0.9412060301507538,0.8507537688442212,0.03543570488709062,0.02247547805920096,4.2458543319593955,0.7923664495815614
500,5000,0,0.9412825651302605,0.8492985971943888,0.03542237699977942,0.02261669164667943,4.007934588299604,0.7920684289613183
500,5000,1,0.9496993987975952,0.8545090180360722,0.03528700948580328,0.02226990870228362,3.679662272744637,0.7890415193293604
500,5000,2,0.943687374749499,0.851503006012024,0.03508826096490565,0.02233323764096546,3.6785744462675756,0.784597367297814
500,5000,3,0.941683366733467,0.8420841683366733,0.03528358342477757,0.02218524688504959,3.622989795653533,0.7889649102758748
500,5000,4,0.9414829659318638,0.8531062124248497,0.03535134861813313,0.02279732527899946,3.679424877559565,0.7904801860643894
500,5000,5,0.9404809619238477,0.8462925851703407,0.03525566499981159,0.022497240107839007,3.667900554853574,0.7883406353153882
500,5000,6,0.9458917835671342,0.8507014028056112,0.03550972505937704,0.02268264380049373,3.5273188472768493,0.7940215909509482
500,5000,7,0.9456913827655311,0.8539078156312625,0.034900745160262536,0.022178798201262777,3.6177345734838124,0.7804043864374383
500,5000,8,0.9424849699398797,0.8420841683366733,0.035386416640433446,0.022474047088932858,3.7448899725539087,0.7912643308813893
500,5000,9,0.9450901803607215,0.8490981963927856,0.03565164574705878,0.022504005529761846,3.6473129430903306,0.797195034001647
500,10000,0,0.9427427427427427,0.8536536536536536,0.03527859106955287,0.022581909856753297,3.6454701531433,0.7888532778193723
500,10000,1,0.9429429429429429,0.8532532532532533,0.03523721145265405,0.022302806919304738,3.609462096500772,0.7879280014566857
500,10000,2,0.9459459459459459,0.8565565565565566,0.03526348593933103,0.02238176042009483,3.6836851927028804,0.788515516839522
500,10000,3,0.9456456456456457,0.8554554554554554,0.03535456879027457,0.02234855372994657,3.851185875161885,0.7905521913024645
500,10000,4,0.945045045045045,0.8525525525525526,0.035213627732964846,0.02233343689415051,3.8465405007627536,0.7874006534528121
500,10000,5,0.9451451451451451,0.8521521521521521,0.03527219707483999,0.022445372600320156,3.8202527629477734,0.7887103037511145
500,10000,6,0.9426426426426426,0.8491491491491492,0.03527315804738139,0.02247689596724552,3.9228724148340763,0.7887317917503854
500,10000,7,0.9454454454454454,0.8555555555555555,0.03518756231767926,0.022461177938093654,3.68492412554073,0.7868178130484089
500,10000,8,0.9424424424424425,0.8492492492492493,0.03538168564110268,0.022752597343211573,3.801369908069994,0.7911585425203382
500,10000,9,0.9440440440440441,0.8486486486486486,0.03528338981427652,0.022429201093852505,3.757578594177833,0.7889605810134598
1000,500,0,1.0,0.8551020408163266,0.025177572139190675,0.01627588489413121,3.329486137428373,0.7961847391304047
1000,500,1,1.0,0.8428571428571429,0.025205865858611023,0.01634580956525145,3.0019030464353293,0.7970794650988651
1000,500,2,1.0,0.8836734693877552,0.02505780008571664,0.014052513522355342,3.0484983609237526,0.7923972142402703
1000,500,3,1.0,0.8591836734693877,0.02486126486112638,0.016502967315315635,3.8302878953448736,0.7861822247386907
1000,500,4,1.0,0.8551020408163266,0.02451884348713654,0.016584253390868844,3.100781289243374,0.7753539101253685
1000,500,5,1.0,0.8571428571428571,0.025244265701306313,0.015649362996676824,2.445108895137643,0.798293774745958
1000,500,6,1.0,0.8673469387755102,0.024338678093427737,0.01597131296742589,3.2994384571430877,0.7696565801287605
1000,500,7,1.0,0.8244897959183674,0.024753873530806672,0.016374226031747863,3.19455852882556,0.782786212691033
1000,500,8,1.0,0.8489795918367347,0.02513720613229967,0.016130482678412463,3.731104098357764,0.7949082539121883
1000,500,9,1.0,0.8448979591836735,0.024747443539813965,0.01537108227594173,3.5310132341584404,0.7825828785223198
1000,1000,0,1.0,0.8717171717171717,0.024641397159050206,0.015594917763466743,3.4854088097136473,0.7792293975140103
1000,1000,1,0.998989898989899,0.8393939393939394,0.025267424730204453,0.016046421478003562,3.3188620415421477,0.7990261275431157
1000,1000,2,0.998989898989899,0.8545454545454545,0.02469906883106256,0.01538338878561729,3.31871524699192,0.7810531359143026
1000,1000,3,1.0,0.8595959595959596,0.02508910940930662,0.015777917584610578,4.018279749420604,0.7933873019857061
1000,1000,4,0.998989898989899,0.8777777777777778,0.02475237244416687,0.016388434052594134,3.841644392432787,0.7827387441635628
1000,1000,5,1.0,0.8464646464646465,0.025088571344721547,0.01670227881124409,3.83128891861226,0.793370286889535
1000,1000,6,1.0,0.8393939393939394,0.02484334106781033,0.01598574474029572,3.8533589300449216,0.7856154246268026
1000,1000,7,0.998989898989899,0.8464646464646465,0.02468994766465397,0.016646669013742413,3.7047076246713058,0.780764699306617
1000,1000,8,1.0,0.8565656565656565,0.024803316620284673,0.016026114943946398,3.4765207580722506,0.7843497404640929
1000,1000,9,0.998989898989899,0.8606060606060606,0.02508285127203916,0.015988540078378466,3.612988264479524,0.7931894023089544
1000,2000,0,1.0,0.8537688442211055,0.02501026577506755,0.015558631326134671,3.616603019241252,0.7908940473536991
1000,2000,1,0.9994974874371859,0.8567839195979899,0.024814444683489777,0.016009446813989678,4.106838709559742,0.7847016407208373
1000,2000,2,0.9994974874371859,0.8547738693467337,0.024843678051698622,0.015672322034952342,3.4988553437237386,0.7856260809930203
1000,2000,3,0.9989949748743718,0.8507537688442212,0.02498571470074038,0.01589528613621142,3.8880241510144753,0.7901176742149197
1000,2000,4,1.0,0.8587939698492463,0.024874245401574055,0.015687456726683056,3.672121983543323,0.7865927054694367
1000,2000,5,1.0,0.8678391959798994,0.024994538185058316,0.01590009522427893,3.3025886925993535,0.7903966972883542
1000,2000,6,1.0,0.8477386934673367,0.025110249526979312,0.01589178414201692,3.623325877000935,0.7940558112042029
1000,2000,7,1.0,0.8301507537688442,0.02517705070451229,0.015704868771675488,3.324770309031302,0.7961682499180578
1000,2000,8,1.0,0.8577889447236181,0.024967356048369613,0.01569855023920354,3.764342389368011,0.7895371226522909
1000,2000,9,1.0,0.8427135678391959,0.025084505311864184,0.016469790997754294,3.963169440494489,0.7932417076408315
1000,5000,0,0.9995991983967936,0.8374749498997996,0.025126367462753443,0.016122570065410905,3.686837637869024,0.7945655050864685
1000,5000,1,0.9997995991983968,0.8609218436873748,0.02493506740052468,0.01594116403361264,3.505582580643998,0.7885160659547202
1000,5000,2,0.9997995991983968,0.8587174348697395,0.024905529175887675,0.016110692450734158,3.584153411430852,0.7875819852758138
1000,5000,3,1.0,0.8525050100200401,0.025117683609721542,0.01601274153557335,3.59067502901978,0.7942908975419989
1000,5000,4,0.9995991983967936,0.8458917835671342,0.025139974613887298,0.015945681159554612,3.708208154294455,0.7949958009869598
1000,5000,5,0.9991983967935871,0.848496993987976,0.02509993812564379,0.015937269434865363,3.6831759913080027,0.7937297360633193
1000,5000,6,1.0,0.8440881763527054,0.025139193224657436,0.01597916723433478,3.643126879572392,0.7949710912899048
1000,5000,7,1.0,0.8496993987975952,0.024948978648053954,0.01600445927768539,3.862008845654529,0.7889559782275891
1000,5000,8,0.9997995991983968,0.857314629258517,0.025091511697849483,0.015711950178436063,3.602973918376774,0.7934632690196298
1000,5000,9,1.0,0.848496993987976,0.02508582611084144,0.01585945724274638,3.8257404527426524,0.7932834749718249
1000,10000,0,1.0,0.8515515515515516,0.024887933088201586,0.01562493670642434,3.811424387017635,0.787025548125853
1000,10000,1,0.9997997997997998,0.8583583583583584,0.024887163816725746,0.015821638764618874,3.704735206519299,0.7870012216258264
1000,10000,2,1.0,0.8579579579579579,0.024930204958949688,0.015911573677936983,3.7105406258178717,0.7883623020510554
1000,10000,3,0.9993993993993994,0.8515515515515516,0.02511794928697792,0.015994147433705943,3.8152012681246723,0.7942992989945256
1000,10000,4,0.9998998998998999,0.8546546546546546,0.02485361274169664,0.015806286863562648,3.6139387841486306,0.7859402434754347
1000,10000,5,0.9997997997997998,0.8498498498498499,0.024903320655571597,0.01590343819049878,3.6724360899424964,0.7875121457312382
1000,10000,6,0.9997997997997998,0.8545545545545545,0.024944399315144,0.015836215957240347,3.8259344861595856,0.788811167005993
1000,10000,7,0.9998998998998999,0.8577577577577578,0.024841992580385924,0.015676080471095238,3.7866405659316955,0.7855727817102304
1000,10000,8,1.0,0.8567567567567568,0.025036715795507987,0.0158591700439055,3.7147930998570042,0.791730470441197
1000,10000,9,0.9997997997997998,0.8558558558558559,0.02498851084575965,0.015802823681001537,3.854605116442026,0.7902060960842099
2000,500,0,1.0,0.8530612244897959,0.017811534020939466,0.011042417878561682,2.8886185783761373,0.7965560170874162
2000,500,1,1.0,0.8612244897959184,0.017593165236911054,0.011296266363877585,3.0873057526457854,0.7867902681823862
2000,500,2,1.0,0.8714285714285714,0.01744372613812968,0.010972755419728992,2.8972699079443647,0.7801071485149571
2000,500,3,1.0,0.8591836734693877,0.01781462702532968,0.011427779840878931,3.193323082238677,0.7966943404488407
2000,500,4,1.0,0.8224489795918367,0.017518078027048262,0.010930421535131437,2.8099754778436363,0.7834322660725063
2000,500,5,1.0,0.8530612244897959,0.01765516414892997,0.011366126828321393,3.445503569268395,0.7895629438184927
2000,500,6,1.0,0.8836734693877552,0.017278852937288522,0.010826154370875295,3.3128499977630033,0.772733794819981
2000,500,7,1.0,0.8285714285714286,0.0180829423244651,0.011494965372422344,2.6577532309279968,0.8086937654142404
2000,500,8,1.0,0.863265306122449,0.017589962760348896,0.011074458015853453,3.379378940242343,0.7866470490765995
2000,500,9,1.0,0.889795918367347,0.01740337660669187,0.011398694214406231,3.2121520869528624,0.7783026626118529
2000,1000,0,1.0,0.8676767676767677,0.017399952958622143,0.01073559547760495,2.9751780275697723,0.778149552415554
2000,1000,1,1.0,0.8444444444444444,0.017601130086057355,0.011534093948535577,3.5211657233435045,0.7871464670648194
2000,1000,2,1.0,0.8474747474747475,0.01780832711685392,0.010783428117697384,3.527214171610739,0.7964125999767642
2000,1000,3,1.0,0.8424242424242424,0.0175706656882655,0.01143344705608316,3.4593513375148577,0.7857840577776958
2000,1000,4,1.0,0.8494949494949495,0.01766717904577995,0.011227586067344603,3.620130434774213,0.7901002663404768
2000,1000,5,1.0,0.8363636363636363,0.01770934733797848,0.011437871917971652,3.5047785078902707,0.7919860896974965
2000,1000,6,1.0,0.8525252525252526,0.017547465289057505,0.011138614773774366,3.3305488779578707,0.7847465043830116
2000,1000,7,1.0,0.8555555555555555,0.017719736974604546,0.011300962491914547,3.2370464571470903,0.7924507283726446
2000,1000,8,1.0,0.8585858585858586,0.017495007162417253,0.011327769716599446,3.2412567856401493,0.7824005056402137
2000,1000,9,1.0,0.8737373737373737,0.017560699464750786,0.01138666247568757,3.9575143896977636,0.7853383547125387
2000,2000,0,1.0,0.8648241206030151,0.01766093812090601,0.011175468101791217,3.377782415740277,0.7898211636952648
2000,2000,1,1.0,0.8567839195979899,0.017585351158999958,0.011406761701725936,3.4070251642654603,0.7864408119945724
2000,2000,2,1.0,0.8396984924623115,0.017646782180497936,0.01126944885547637,3.7729589123928795,0.789188090794507
2000,2000,3,1.0,0.8653266331658291,0.017589763669228566,0.011397806443164687,3.7448766058522165,0.7866381454510241
2000,2000,4,1.0,0.8698492462311558,0.017512586252558873,0.011121757486278663,3.3216875149143097,0.7831866664509989
2000,2000,5,1.0,0.8542713567839196,0.017442605354750187,0.011283411138806654,3.639211085619023,0.7800570255584651
2000,2000,6,1.0,0.8427135678391959,0.017694110111616992,0.01121481963655782,3.4824990587526305,0.7913046602188397
2000,2000,7,1.0,0.8532663316582915,0.017654443998077883,0.011185298218122254,3.8014528637464555,0.7895307376933063
2000,2000,8,1.0,0.8452261306532663,0.017463155722270855,0.010988846758517865,3.5227564248482133,0.7809760659332414
2000,2000,9,1.0,0.8457286432160804,0.017841957038241225,0.011283209763845222,3.7892492354004186,0.7979165757827639
2000,5000,0,1.0,0.8486973947895792,0.017674985348290075,0.011214958725487032,3.5023339434817022,0.7904493748017881
2000,5000,1,1.0,0.8541082164328657,0.017669236676762266,0.011224181126550147,3.727429685710668,0.7901922863954581
2000,5000,2,1.0,0.8569138276553107,0.017513517744495694,0.01127516746631314,3.8013584902004216,0.7832283240368233
2000,5000,3,1.0,0.8466933867735471,0.01767825829995813,0.011366740597338106,3.545013398237237,0.7905957456501249
2000,5000,4,1.0,0.8392785571142285,0.017804362532692877,0.01135559989875202,3.783894948009278,0.7962352983830319
